Outlet_ID,Latitude,Longitude
OUT_00192,7.114871,79.861926
OUT_00193,7.136945,79.979224
OUT_00194,7.157206,79.925631
OUT_00195,6.783142,80.02141
OUT_00196,6.894648,79.886608
OUT_00197,7.174653,79.918995
OUT_00198,6.715592,79.878679
OUT_00199,7.177618,79.846402
OUT_00200,6.737569,80.018457
OUT_00201,6.929841,79.82278
OUT_00202,6.836073,79.977069
OUT_00203,6.768409,80.085071
OUT_00204,7.179085,80.027518
OUT_00205,7.046138,80.054759
OUT_00206,7.046588,79.815479
OUT_00207,7.199677,79.966742
OUT_00208,7.04871,79.889205
OUT_00209,7.131021,80.053365
OUT_00210,7.025084,79.909409
OUT_00211,7.062383,79.819607
OUT_00212,7.030828,80.021357
OUT_00213,6.81648,79.80732
OUT_00214,6.792736,79.915189
OUT_00215,7.083594,79.920579
OUT_00216,7.192042,80.030482
OUT_00217,6.819389,79.833142
OUT_00218,6.816804,79.812628
OUT_00219,6.754734,79.917489
OUT_00220,6.744706,79.925274
OUT_00221,7.006706,79.85011
OUT_00222,7.003868,79.953807
OUT_00223,6.793219,80.033875
OUT_00224,6.808162,79.955478
OUT_00225,6.957624,79.947356
OUT_00226,7.011469,80.024361
OUT_00227,6.745743,80.063238
OUT_00228,7.177826,80.058638
OUT_00229,6.743493,79.922536
OUT_00230,6.966301,80.088637
OUT_00231,6.730759,80.064872
OUT_00232,6.873905,80.003405
OUT_00233,6.96063,80.060448
OUT_00234,7.118507,80.009241
OUT_00235,6.779303,80.064261
OUT_00236,6.764435,79.900536
OUT_00237,6.978091,80.026991
OUT_00238,7.190593,79.989544
OUT_00239,7.089923,79.832094
OUT_00240,6.870936,79.989787
OUT_00241,6.786877,80.031256
OUT_00242,6.991085,79.903765
OUT_00243,7.186744,80.090663
OUT_00244,6.732813,80.046454
OUT_00245,6.700515,79.847681
OUT_00246,6.925694,79.849087
OUT_00247,7.119974,80.031847
OUT_00248,6.775529,79.9297
OUT_00249,7.18226,80.028028
OUT_00250,7.14705,79.868986
OUT_00251,6.981375,79.94146
OUT_00252,80.032979,7.134312
OUT_00253,7.01311,79.839373
OUT_00254,6.792729,79.938629
OUT_00255,6.82377,79.967524
OUT_00256,6.834497,80.039268
OUT_00257,6.736223,79.917748
OUT_00258,7.047491,80.058037
OUT_00259,7.074581,79.843777
OUT_00260,7.009078,80.010739
OUT_00261,6.736208,79.960273
OUT_00262,6.878901,79.896628
OUT_00263,7.100293,79.860045
OUT_00264,6.76211,80.068866
OUT_00265,6.970648,80.012718
OUT_00266,7.006129,79.94532
OUT_00267,7.108649,79.935695
OUT_00268,6.740815,79.818106
OUT_00269,7.007871,79.898705
OUT_00270,6.916828,79.813098
OUT_00271,7.198167,80.092438
OUT_00272,6.736099,79.809196
OUT_00273,7.18039,79.924772
OUT_00274,6.952422,79.96299
OUT_00275,7.062629,79.946001
OUT_00276,7.027505,80.09764
OUT_00277,7.011483,79.989468
OUT_00278,7.154516,79.853905
OUT_00279,7.127193,79.947683
OUT_00280,6.957409,79.90777
OUT_00281,7.184706,79.87744
OUT_00282,6.765437,80.090946
OUT_00283,6.784879,79.955932
OUT_00284,6.924717,79.976365
OUT_00285,6.718336,80.020921
OUT_00286,7.052693,79.933911
OUT_00287,6.75596,79.880925
OUT_00288,6.719672,79.836633
OUT_00289,6.953617,79.812472
OUT_00290,6.70247,80.085544
OUT_00291,6.827112,79.956519
OUT_00292,6.714987,79.892379
OUT_00293,6.794175,80.019249
OUT_00294,6.827653,79.99849
OUT_00295,6.948587,79.985354
OUT_00296,7.165474,80.006858
OUT_00297,6.896932,79.99537
OUT_00298,6.859056,80.059932
OUT_00299,6.983508,80.021535
OUT_00300,6.919086,80.070413
OUT_00301,7.108917,79.836063
OUT_00302,7.015104,79.98295
OUT_00303,6.924347,79.871263
OUT_00304,7.001724,80.000464
OUT_00305,6.971182,80.085444
OUT_00306,6.754459,79.844698
OUT_00307,7.082442,80.043896
OUT_00308,7.111197,79.929259
OUT_00309,7.163517,79.81808
OUT_00310,6.942936,79.877033
OUT_00311,6.990466,79.826888
OUT_00312,6.906775,79.836566
OUT_00313,6.962582,80.012714
OUT_00314,6.912264,79.826112
OUT_00315,7.016576,80.085421
OUT_00316,6.996769,80.038123
OUT_00317,7.119931,80.070007
OUT_00318,7.065979,80.055352
OUT_00319,7.01193,79.93553
OUT_00320,7.131399,79.865022
OUT_00321,7.003547,79.964009
OUT_00322,6.948383,80.096336
OUT_00323,6.921358,79.933737
OUT_00324,7.109354,79.980966
OUT_00325,6.73971,79.825697
OUT_00326,6.813328,79.906499
OUT_00327,7.100178,79.870114
OUT_00328,6.966479,79.8973
OUT_00329,7.03092,79.967335
OUT_00330,6.981148,80.087288
OUT_00331,6.785239,79.922843
OUT_00332,6.850427,80.094371
OUT_00333,6.899658,79.845725
OUT_00334,6.821828,80.001468
OUT_00335,7.004243,79.952052
OUT_00336,6.831556,79.908041
OUT_00337,6.852762,79.919094
OUT_00338,6.780882,80.035883
OUT_00339,6.804255,80.079179
OUT_00340,7.037152,79.959744
OUT_00341,6.85234,79.824276
OUT_00342,6.87305,80.092683
OUT_00343,7.131007,80.076827
OUT_00344,6.787419,79.95077
OUT_00345,6.760881,79.94347
OUT_00346,7.182911,79.929749
OUT_00347,6.838876,80.055435
OUT_00348,6.776012,79.818405
OUT_00349,7.197433,79.817334
OUT_00350,6.771125,79.836415
OUT_00351,7.009026,79.989957
OUT_00352,7.011948,79.958112
OUT_00353,6.902399,79.996223
OUT_00354,6.788444,79.916124
OUT_00355,6.90929,80.037101
OUT_00356,7.009474,79.89705
OUT_00357,6.732308,79.81279
OUT_00358,6.949667,79.879806
OUT_00359,6.821739,79.995513
OUT_00360,6.896197,80.086867
OUT_00361,7.171416,80.042665
OUT_00362,7.090585,80.04754
OUT_00363,7.018335,79.98418
OUT_00364,7.068717,79.953667
OUT_00365,7.058162,79.821625
OUT_00366,6.893798,79.938584
OUT_00367,7.091921,79.906452
OUT_00368,6.710472,79.824652
OUT_00369,7.187995,80.000205
OUT_00370,6.734627,80.087948
OUT_00371,6.762617,79.942301
OUT_00372,6.960384,79.98495
OUT_00373,6.812308,79.91165
OUT_00374,6.781842,79.882137
OUT_00375,6.706357,80.097725
OUT_00376,7.123257,80.075678
OUT_00377,7.189199,80.024458
OUT_00378,6.86003,80.025956
OUT_00379,6.782407,79.839519
OUT_00380,6.952926,80.052211
OUT_00381,6.95418,79.889265
OUT_00382,7.018146,80.028336
OUT_00383,7.070856,80.064435
OUT_00384,6.855464,80.022704
OUT_00385,6.877692,80.035138
OUT_00386,7.11634,79.803309
OUT_00387,6.863466,79.844666
OUT_00388,6.884155,79.934583
OUT_00389,6.895763,79.923787
OUT_00390,6.79066,79.916302
OUT_00391,7.021163,79.819456
OUT_00392,6.943299,79.979811
OUT_00393,7.018245,79.8447
OUT_00394,6.804921,80.047539
OUT_00395,7.067753,79.870757
OUT_00396,7.083294,80.020085
OUT_00397,7.018089,80.035695
OUT_00398,7.07361,80.021996
OUT_00399,6.881118,79.900353
OUT_00400,6.99324,80.009301
OUT_00401,7.126364,79.867662
OUT_00402,7.101322,79.937456
OUT_00403,6.724921,80.071174
OUT_00404,6.72864,79.867567
OUT_00405,7.178307,79.820687
OUT_00406,6.837806,80.036138
OUT_00407,7.122395,79.880442
OUT_00408,7.00985,79.968598
OUT_00409,6.873672,80.06995
OUT_00410,6.763994,80.064641
OUT_00411,7.06541,80.094389
OUT_00412,6.982665,79.93918
OUT_00413,6.791508,79.806611
OUT_00414,7.041877,79.963532
OUT_00415,6.733834,80.012351
OUT_00416,7.123459,79.928589
OUT_00417,7.034511,79.938689
OUT_00418,6.731137,79.953751
OUT_00419,6.948628,79.901933
OUT_00420,7.077054,79.805384
OUT_00421,6.827747,80.083991
OUT_00422,6.976257,79.828246
OUT_00423,6.948906,79.831642
OUT_00424,7.087806,80.089343
OUT_00425,6.988797,79.990375
OUT_00426,6.966514,79.847386
OUT_00427,6.88155,80.069156
OUT_00428,6.801008,79.855267
OUT_00429,6.856581,80.039578
OUT_00430,7.069865,79.8959
OUT_00431,7.062593,79.896903
OUT_00432,6.764913,80.006058
OUT_00433,7.145129,79.823822
OUT_00434,6.848245,80.075462
OUT_00435,6.935584,80.046491
OUT_00436,7.139911,79.95763
OUT_00437,6.819937,79.842592
OUT_00438,7.006889,79.930652
OUT_00439,7.121869,79.876192
OUT_00440,6.85746,79.801145
OUT_00441,7.195871,79.821801
OUT_00442,6.852655,79.863793
OUT_00443,7.079624,80.071082
OUT_00444,7.032492,79.878086
OUT_00445,6.784541,79.916928
OUT_00446,6.8902,80.09304
OUT_00447,7.159038,79.884011
OUT_00448,7.049658,80.051838
OUT_00449,6.852376,80.048818
OUT_00450,6.760124,79.820502
OUT_00451,6.850633,79.979507
OUT_00452,6.724071,80.070868
OUT_00453,7.146151,79.855599
OUT_00454,6.842645,79.928755
OUT_00455,6.960723,79.819092
OUT_00456,6.746929,80.072888
OUT_00457,80.008335,6.712571
OUT_00458,6.870408,79.849447
OUT_00459,6.995849,80.01079
OUT_00460,6.892256,79.9463
OUT_00461,7.071797,79.95188
OUT_00462,6.880927,79.941748
OUT_00463,6.934821,79.93514
OUT_00464,6.923734,79.942287
OUT_00465,6.703832,79.865721
OUT_00466,6.931426,79.931562
OUT_00467,6.898508,79.826128
OUT_00468,7.139931,79.972434
OUT_00469,6.925299,80.078828
OUT_00470,7.141129,80.001283
OUT_00471,7.111895,80.086518
OUT_00472,6.701052,80.015272
OUT_00473,6.828347,79.999588
OUT_00474,6.998161,79.964875
OUT_00475,7.074925,79.923803
OUT_00476,6.99683,79.803039
OUT_00477,7.136849,80.017192
OUT_00478,7.114509,80.097379
OUT_00479,6.924427,79.825318
OUT_00480,6.808026,79.939982
OUT_00481,6.914966,80.00189
OUT_00482,6.995143,79.867884
OUT_00483,6.915493,79.89566
OUT_00484,7.044203,79.912366
OUT_00485,6.872939,79.846338
OUT_00486,6.703355,79.915762
OUT_00487,7.12357,79.959326
OUT_00488,7.186013,79.868546
OUT_00489,6.749651,79.862659
OUT_00490,6.856603,79.844119
OUT_00491,6.885198,79.912441
OUT_00492,7.113354,80.095204
OUT_00493,6.715469,80.091223
OUT_00494,6.976856,79.962511
OUT_00495,6.851167,79.8778
OUT_00496,6.835124,80.089925
OUT_00497,6.991492,80.099914
OUT_00498,6.900889,80.098155
OUT_00499,6.930723,80.019245
OUT_00500,6.766186,79.977904
OUT_00501,7.134985,79.839196
OUT_00502,7.040378,79.940035
OUT_00503,6.931338,80.094296
OUT_00504,6.842892,79.860967
OUT_00505,6.881134,80.017715
OUT_00506,7.113759,80.029358
OUT_00507,6.754632,80.056189
OUT_00508,6.85595,79.876814
OUT_00509,7.163191,79.805735
OUT_00510,7.046266,79.840331
OUT_00511,80.019915,6.866704
OUT_00512,7.19891,80.003046
OUT_00513,7.068935,80.050243
OUT_00514,7.110963,80.042755
OUT_00515,6.744302,79.946288
OUT_00516,6.733005,79.904646
OUT_00517,7.048878,79.801827
OUT_00518,6.738431,79.950187
OUT_00519,6.736451,79.920862
OUT_00520,7.101741,80.078768
OUT_00521,6.938218,79.867809
OUT_00522,6.878907,79.994345
OUT_00523,6.926973,80.04643
OUT_00524,6.931586,79.870396
OUT_00525,6.960085,79.842863
OUT_00526,6.779312,80.064598
OUT_00527,6.901223,79.830824
OUT_00528,6.838085,80.012093
OUT_00529,6.870185,80.082135
OUT_00530,6.764965,79.969495
OUT_00531,7.171492,79.926715
OUT_00532,6.758011,79.812688
OUT_00533,6.702182,79.850086
OUT_00534,6.83922,79.83888
OUT_00535,6.937703,79.990302
OUT_00536,6.950201,79.929819
OUT_00537,6.884907,79.815707
OUT_00538,7.125174,79.863598
OUT_00539,6.80787,80.003344
OUT_00540,6.762862,80.021129
OUT_00541,7.056603,79.859765
OUT_00542,7.111655,80.034605
OUT_00543,6.820944,80.073321
OUT_00544,6.715711,80.02086
OUT_00545,6.704962,79.939229
OUT_00546,6.855932,80.032197
OUT_00547,6.762775,79.805084
OUT_00548,6.832791,79.805266
OUT_00549,6.874048,79.911522
OUT_00550,7.139628,80.002674
OUT_00551,6.845572,79.862128
OUT_00552,7.168689,79.980988
OUT_00553,6.728922,80.087337
OUT_00554,6.972241,80.088831
OUT_00555,7.009867,80.068823
OUT_00556,6.773481,80.043337
OUT_00557,6.872596,80.075246
OUT_00558,7.045,80.007029
OUT_00559,6.722282,79.924693
OUT_00560,7.174536,80.088693
OUT_00561,79.854092,6.97343
OUT_00562,6.940667,80.069302
OUT_00563,7.126892,79.872593
OUT_00564,7.19741,80.013517
OUT_00565,6.929482,80.075816
OUT_00566,6.707095,80.048817
OUT_00567,7.180068,79.956438
OUT_00568,7.127111,80.031927
OUT_00569,6.78135,79.969526
OUT_00570,7.117704,80.035326
OUT_00571,6.860835,80.054413
OUT_00572,6.940445,79.99873
OUT_00573,7.159766,80.097977
OUT_00574,6.896229,80.026279
OUT_00575,6.878561,80.036265
OUT_00576,7.028316,79.87212
OUT_00577,6.71376,80.051945
OUT_00578,6.774089,80.003865
OUT_00579,6.981662,79.928251
OUT_00580,6.915051,80.071127
OUT_00581,7.090183,79.942901
OUT_00582,79.888708,6.827655
OUT_00583,6.734504,80.082235
OUT_00584,7.117913,79.899657
OUT_00585,7.112394,79.954698
OUT_00586,6.912614,79.811271
OUT_00587,6.995216,79.818399
OUT_00588,6.801789,79.803027
OUT_00589,6.795559,79.893025
OUT_00590,7.124213,79.926789
OUT_00591,6.826407,79.881432
OUT_00592,6.902876,79.866147
OUT_00593,6.890345,79.924341
OUT_00594,7.090316,79.975132
OUT_00595,6.880855,80.084763
OUT_00596,6.751258,79.954156
OUT_00597,7.113753,80.009163
OUT_00598,6.762563,80.055141
OUT_00599,6.771085,79.864018
OUT_00600,79.968622,7.063528
OUT_00601,6.94125,79.952002
OUT_00602,6.705709,80.01111
OUT_00603,6.97949,79.950326
OUT_00604,6.914798,79.89265
OUT_00605,6.976354,79.918966
OUT_00606,7.038576,79.987509
OUT_00607,7.098341,79.87514
OUT_00608,7.153044,79.803647
OUT_00609,6.853388,79.905888
OUT_00610,7.138992,79.981651
OUT_00611,7.042722,79.899737
OUT_00612,7.020867,80.001444
OUT_00613,7.000551,80.097109
OUT_00614,6.70574,79.935035
OUT_00615,7.189479,79.966649
OUT_00616,6.873262,79.919284
OUT_00617,7.070081,79.98921
OUT_00618,6.99768,79.851633
OUT_00619,6.746033,79.979713
OUT_00620,6.707555,80.089505
OUT_00621,7.036028,79.975067
OUT_00622,6.787041,79.83512
OUT_00623,7.169529,79.802005
OUT_00624,6.725244,79.988246
OUT_00625,6.925127,80.087274
OUT_00626,7.188503,79.830568
OUT_00627,7.145029,79.82529
OUT_00628,6.956363,79.931515
OUT_00629,7.018844,79.872607
OUT_00630,6.725009,80.073456
OUT_00631,6.82378,79.818758
OUT_00632,7.036436,79.824345
OUT_00633,7.111492,80.079813
OUT_00634,6.956806,79.876007
OUT_00635,6.885556,80.07623
OUT_00636,7.132597,80.074577
OUT_00637,6.927173,79.989074
OUT_00638,6.949716,79.960508
OUT_00639,7.112372,79.887715
OUT_00640,6.995116,79.92229
OUT_00641,6.840519,80.013888
OUT_00642,6.779746,79.848139
OUT_00643,7.073388,80.01617
OUT_00644,6.844594,79.892942
OUT_00645,6.878443,79.906137
OUT_00646,7.176408,79.898023
OUT_00647,6.859304,80.071068
OUT_00648,6.796932,80.057645
OUT_00649,6.930922,79.924355
OUT_00650,7.036823,79.853776
OUT_00651,6.782642,79.800598
OUT_00652,6.848393,79.962411
OUT_00653,7.140831,79.836449
OUT_00654,6.805947,79.893301
OUT_00655,6.867837,80.024817
OUT_00656,6.914472,79.962272
OUT_00657,6.950056,79.923587
OUT_00658,6.757697,79.981691
OUT_00659,6.956142,79.834286
OUT_00660,6.953903,79.925781
OUT_00661,7.036623,79.922436
OUT_00662,6.826636,79.802994
OUT_00663,7.110694,80.052998
OUT_00664,6.925647,79.855033
OUT_00665,6.73785,79.916348
OUT_00666,6.733487,80.063205
OUT_00667,6.733282,79.994495
OUT_00668,6.916736,80.099155
OUT_00669,6.87526,79.91176
OUT_00670,6.884741,79.813596
OUT_00671,6.808834,79.998505
OUT_00672,7.086405,79.964526
OUT_00673,6.974016,79.956322
OUT_00674,6.770162,80.001347
OUT_00675,7.145205,80.024993
OUT_00676,7.027066,80.066738
OUT_00677,6.853452,79.924491
OUT_00678,79.979931,6.792686
OUT_00679,7.072877,79.967378
OUT_00680,7.110915,79.997853
OUT_00681,7.018381,80.02447
OUT_00682,6.931557,79.883537
OUT_00683,7.030984,80.044482
OUT_00684,7.086831,80.024352
OUT_00685,6.832002,79.924572
OUT_00686,7.033424,79.896908
OUT_00687,7.15048,80.098847
OUT_00688,6.988351,79.820177
OUT_00689,7.074092,80.042
OUT_00690,6.720175,79.923357
OUT_00691,7.12459,79.921804
OUT_00692,6.707871,79.805145
OUT_00693,7.11856,79.985858
OUT_00694,6.901167,79.917178
OUT_00695,7.038063,79.841531
OUT_00696,7.16457,79.902572
OUT_00697,6.92153,79.948244
OUT_00698,6.996579,79.816004
OUT_00699,7.131821,79.833019
OUT_00700,7.022128,80.092274
OUT_00701,6.999651,79.853807
OUT_00702,7.174372,79.818181
OUT_00703,7.04982,80.051446
OUT_00704,7.019516,80.086061
OUT_00705,7.021289,79.823567
OUT_00706,6.725995,79.809523
OUT_00707,6.823143,80.007204
OUT_00708,7.041727,79.912632
OUT_00709,6.800276,79.864868
OUT_00710,6.932505,80.054216
OUT_00711,7.187672,80.045092
OUT_00712,6.892799,79.82131
OUT_00713,7.171192,79.822446
OUT_00714,6.783011,79.834329
OUT_00715,6.816253,79.838904
OUT_00716,6.731282,79.863152
OUT_00717,7.132329,79.846478
OUT_00718,6.981704,80.041141
OUT_00719,6.855845,79.800942
OUT_00720,7.192117,79.918712
OUT_00721,6.795363,79.904119
OUT_00722,7.131101,79.894163
OUT_00723,7.17021,79.804747
OUT_00724,6.979789,80.006112
OUT_00725,7.049265,79.924844
OUT_00726,7.108928,79.953045
OUT_00727,7.022373,79.868948
OUT_00728,6.770612,79.971263
OUT_00729,6.903278,80.070957
OUT_00730,6.771501,79.912364
OUT_00731,6.86874,80.018839
OUT_00732,7.036382,79.866151
OUT_00733,6.994467,80.025503
OUT_00734,7.013664,80.02508
OUT_00735,6.746888,79.945839
OUT_00736,7.004971,80.077357
OUT_00737,6.93315,80.028173
OUT_00738,7.052042,80.080552
OUT_00739,7.0372,80.028868
OUT_00740,7.035016,79.940499
OUT_00741,6.97558,79.931454
OUT_00742,7.076867,79.86465
OUT_00743,7.00416,79.884315
OUT_00744,6.896047,80.025231
OUT_00745,7.038697,79.969734
OUT_00746,6.859025,80.024828
OUT_00747,6.817213,79.903525
OUT_00748,7.018547,79.979188
OUT_00749,7.124055,80.084148
OUT_00750,7.156466,79.901931
OUT_00751,6.873443,79.930693
OUT_00752,7.124767,79.826697
OUT_00753,7.164315,79.818543
OUT_00754,6.775236,80.090423
OUT_00755,6.702513,79.818029
OUT_00756,6.788596,79.88828
OUT_00757,6.703439,79.863734
OUT_00758,7.142293,80.068669
OUT_00759,6.920029,80.018914
OUT_00760,7.111247,79.852003
OUT_00761,6.94641,79.889983
OUT_00762,6.89506,79.906539
OUT_00763,6.990709,79.831756
OUT_00764,6.905429,79.968174
OUT_00765,6.749369,79.822698
OUT_00766,6.813138,80.068709
OUT_00767,7.029359,79.959688
OUT_00768,6.980628,79.873873
OUT_00769,7.091025,79.872021
OUT_00770,6.961793,79.865478
OUT_00771,6.988816,79.907763
OUT_00772,7.147942,80.038179
OUT_00773,6.80453,79.825407
OUT_00774,6.810619,79.914297
OUT_00775,7.090753,79.882727
OUT_00776,7.041933,79.959472
OUT_00777,6.824886,79.996248
OUT_00778,7.057377,79.820535
OUT_00779,6.72202,80.008001
OUT_00780,7.116822,80.044401
OUT_00781,6.752937,79.906469
OUT_00782,6.83905,79.865087
OUT_00783,7.153624,79.846885
OUT_00784,6.747865,79.895308
OUT_00785,6.810223,80.065855
OUT_00786,6.745687,79.894448
OUT_00787,7.065748,80.047341
OUT_00788,7.171587,79.871143
OUT_00789,7.122106,79.945206
OUT_00790,6.979703,80.048546
OUT_00791,6.897578,80.018511
OUT_00792,6.920287,79.839721
OUT_00793,79.807731,7.195166
OUT_00794,7.169265,79.854355
OUT_00795,6.948448,80.075083
OUT_00796,7.078641,80.069389
OUT_00797,7.102482,79.815717
OUT_00798,6.816906,79.807112
OUT_00799,6.832258,79.883968
OUT_00800,6.725311,79.811818
OUT_00801,6.991626,79.803391
OUT_00802,6.882056,79.969865
OUT_00803,7.054719,79.881448
OUT_00804,6.725287,79.927836
OUT_00805,6.81304,80.045192
OUT_00806,6.868727,80.061207
OUT_00807,6.725647,79.947761
OUT_00808,7.046903,79.965829
OUT_00809,7.08008,79.84617
OUT_00810,6.762783,79.851388
OUT_00811,7.101426,79.873956
OUT_00812,6.855956,79.836633
OUT_00813,7.09526,79.842332
OUT_00814,6.967576,79.824607
OUT_00815,6.922264,79.951386
OUT_00816,6.988904,80.05983
OUT_00817,6.917181,79.933933
OUT_00818,6.711766,79.928887
OUT_00819,6.7081,80.045514
OUT_00820,7.026047,80.034276
OUT_00821,6.730504,79.886349
